sample_a	sample_b	n	exact	compat	combn
PD53343k	PD53366b	83	0.3614	0.5422	0.9036
PD53343k	PD53367a	83	0.3133	0.5422	0.8554
PD53343k	PD53367b	83	0.3133	0.5422	0.8554
PD53343k	PD53368a	77	0.2987	0.5844	0.8831
PD53343k	PD53368b	83	0.2892	0.6024	0.8916
PD53343k	PD53369a	81	0.3333	0.5432	0.8765
PD53343k	PD53369b	83	0.3373	0.5422	0.8795
PD53343k	PD70589a	79	0.4684	0.3671	0.8354
PD53343k	PD70963a	81	0.2963	0.5802	0.8765
PD53343k	PD70963b	80	0.2750	0.6000	0.8750
PD53343k	PD70964a	75	0.3467	0.5333	0.8800
PD53343k	PD70964b	79	0.3165	0.5696	0.8861
PD53343k	PD70964c	80	0.3375	0.5500	0.8875
PD53343k	PD70965a	78	0.3846	0.5000	0.8846
PD53343k	PD70965b	82	0.3659	0.5244	0.8902
PD53343k	PD70966a	82	0.4512	0.3902	0.8415
PD53343k	PD70966c	77	0.4545	0.4156	0.8701
PD53343k	PD70967a	78	0.3590	0.4872	0.8462
PD53343k	PD70967b	83	0.3373	0.5181	0.8554
PD53343k	PD70968a	82	0.4634	0.4390	0.9024
PD53343k	PD70968b	82	0.4146	0.5000	0.9146
PD53343k	PD70968c	83	0.4578	0.4217	0.8795
PD53343k	PD70969a	80	0.3875	0.4875	0.8750
PD53343k	PD70969b	83	0.3855	0.4819	0.8675
PD53343k	PD70970a	80	0.3750	0.4500	0.8250
PD53343k	PD70970b	83	0.3735	0.4578	0.8313
PD53343k	PD70971a	78	0.4872	0.3205	0.8077
PD53343k	PD70971b	81	0.4074	0.4444	0.8519
PD53343k	PD70971c	81	0.4691	0.3210	0.7901
PD53343k	PD70972a	82	0.3902	0.5244	0.9146
PD53343k	PD70972b	78	0.3974	0.5385	0.9359
PD53343k	PD70972c	79	0.4051	0.5063	0.9114
PD53343k	PD70973a	82	0.4512	0.4146	0.8659
PD53343k	PD70973b	80	0.4500	0.4125	0.8625
PD53343k	PD70974a	81	0.3704	0.3704	0.7407
PD53343k	PD70974b	83	0.3614	0.3976	0.7590
PD53343k	PD70974c	83	0.3855	0.3494	0.7349
PD53343k	PD70975a	75	0.3600	0.4533	0.8133
PD53343k	PD70975b	83	0.3735	0.4578	0.8313
PD53343k	PD70975c	82	0.3537	0.4634	0.8171
PD53343k	PD70976a	82	0.4878	0.4268	0.9146
PD53343k	PD70976b	82	0.4878	0.4268	0.9146
PD53343k	PD70976c	82	0.4756	0.4390	0.9146
PD53343k	PD70978a	82	0.3171	0.5000	0.8171
PD53343k	PD70980a	82	0.3293	0.5488	0.8780
PD53343k	PD70980c	80	0.3125	0.5625	0.8750
PD53343k	PD70981a	80	0.4625	0.3750	0.8375
PD53343k	PD70982a	82	0.9756	0.0244	1.0000
PD53343k	PD70982c	83	1.0000	0.0000	1.0000
PD53343k	PD70983a	82	0.3293	0.5244	0.8537
PD53343k	PD70984a	81	0.3827	0.4321	0.8148
PD53343k	PD70985a	79	0.4051	0.4051	0.8101
PD53343k	PD70985c	78	0.4103	0.3974	0.8077
PD53343k	PD70986a	79	0.2911	0.4810	0.7722
PD53343k	PD70986c	82	0.2927	0.4756	0.7683
PD53343k	PD70986d	82	0.2927	0.4756	0.7683
PD53343k	PD70987a	82	0.3780	0.4390	0.8171
PD53344a	PD53344c	94	1.0000	0.0000	1.0000
PD53344a	PD53344d	93	1.0000	0.0000	1.0000
PD53344a	PD53344e	92	1.0000	0.0000	1.0000
PD53344a	PD53344f	89	0.9213	0.0787	1.0000
PD53344a	PD53344l	93	0.9785	0.0215	1.0000
PD53344a	PD53345a	91	0.3077	0.5714	0.8791
PD53344a	PD53345b	94	0.2979	0.5851	0.8830
PD53344a	PD53346a	93	0.4086	0.4946	0.9032
PD53344a	PD53346b	94	0.4043	0.5000	0.9043
PD53344a	PD53347a	93	0.3226	0.5484	0.8710
PD53344a	PD53347b	94	0.3936	0.4894	0.8830
PD53344a	PD53347c	87	0.3563	0.5172	0.8736
PD53344a	PD53348a	91	0.4615	0.3956	0.8571
PD53344a	PD53348b	94	0.4468	0.4149	0.8617
PD53344a	PD53349a	91	0.3846	0.4725	0.8571
PD53344a	PD53349b	93	0.4194	0.4731	0.8925
PD53344a	PD53349c	94	0.3830	0.4787	0.8617
PD53344a	PD53349d	89	0.4270	0.4607	0.8876
PD53344a	PD53349e	91	0.4286	0.4615	0.8901
PD53344a	PD53349f	91	0.3846	0.4835	0.8681
PD53344a	PD53350a	92	0.3913	0.4348	0.8261
PD53344a	PD53350b	94	0.4362	0.3936	0.8298
PD53344a	PD53350c	93	0.3871	0.4301	0.8172
PD53344a	PD53350d	92	0.4348	0.3913	0.8261
PD53344a	PD53350e	93	0.4301	0.3978	0.8280
PD53344a	PD53350f	87	0.3908	0.4253	0.8161
PD53344a	PD53351a	91	0.3846	0.4725	0.8571
PD53344a	PD53351b	94	0.3936	0.4681	0.8617
PD53344a	PD53352a	94	0.4043	0.4255	0.8298
PD53344a	PD53352b	94	0.4255	0.4362	0.8617
PD53344a	PD53352c	94	0.3936	0.4468	0.8404
PD53344a	PD53352d	87	0.4138	0.4368	0.8506
PD53344a	PD53352e	92	0.3913	0.4565	0.8478
PD53344a	PD53353a	94	0.3404	0.5319	0.8723
PD53344a	PD53353b	94	0.3404	0.5319	0.8723
PD53344a	PD53354a	94	0.4574	0.4574	0.9149
PD53344a	PD53354b	94	0.4574	0.4574	0.9149
PD53344a	PD53355a	92	0.3587	0.5217	0.8804
PD53344a	PD53355b	94	0.4149	0.4894	0.9043
PD53344a	PD53355c	88	0.3864	0.5114	0.8977
PD53344a	PD53356a	92	0.3261	0.5435	0.8696
PD53344a	PD53356c	93	0.3763	0.5161	0.8925
PD53344a	PD53357a	93	0.4409	0.4301	0.8710
PD53344a	PD53357b	94	0.4468	0.4255	0.8723
PD53344a	PD53357c	91	0.4396	0.4286	0.8681
PD53344a	PD53357d	92	0.4348	0.4348	0.8696
PD53344a	PD53357e	88	0.4318	0.4318	0.8636
PD53344a	PD53358a	88	0.3750	0.4659	0.8409
PD53344a	PD53358b	94	0.3617	0.4894	0.8511
PD53344a	PD53359a	93	0.3333	0.4409	0.7742
PD53344a	PD53359b	94	0.3617	0.4787	0.8404
PD53344a	PD53359c	88	0.3409	0.4432	0.7841
PD53344a	PD53360a	94	0.4149	0.4787	0.8936
PD53344a	PD53361a	92	0.3261	0.5109	0.8370
PD53344a	PD53361b	93	0.3333	0.5054	0.8387
PD53344a	PD53362a	93	0.3978	0.4516	0.8495
PD53344a	PD53362b	94	0.3936	0.4574	0.8511
PD53344a	PD53363a	94	0.3404	0.5638	0.9043
PD53344a	PD53363b	94	0.3404	0.5638	0.9043
PD53344a	PD53364a	93	0.3441	0.4839	0.8280
PD53344a	PD53364b	94	0.3511	0.4894	0.8404
PD53344a	PD53364c	91	0.3626	0.4725	0.8352
PD53344a	PD53365a	89	0.3596	0.5169	0.8764
PD53344a	PD53365b	92	0.3804	0.5109	0.8913
PD53344a	PD53366a	94	0.4681	0.3511	0.8191
PD53344a	PD53366b	94	0.4681	0.3511	0.8191
PD53344a	PD53367a	93	0.4086	0.4731	0.8817
PD53344a	PD53367b	94	0.4043	0.4787	0.8830
PD53344a	PD53368a	88	0.4318	0.4432	0.8750
PD53344a	PD53368b	94	0.4362	0.4468	0.8830
PD53344a	PD53369a	92	0.4130	0.4565	0.8696
PD53344a	PD53369b	94	0.4149	0.4574	0.8723
PD53344a	PD70589a	89	0.4831	0.4157	0.8989
PD53344a	PD70963a	92	0.4239	0.4891	0.9130
PD53344a	PD70963b	91	0.4396	0.4725	0.9121
PD53344a	PD70964a	86	0.4302	0.4535	0.8837
PD53344a	PD70964b	89	0.4382	0.4607	0.8989
PD53344a	PD70964c	91	0.4286	0.4615	0.8901
PD53344a	PD70965a	89	0.4157	0.4270	0.8427
PD53344a	PD70965b	93	0.4409	0.4194	0.8602
PD53344a	PD70966a	93	0.4731	0.4301	0.9032
PD53344a	PD70966c	88	0.4886	0.4318	0.9205
PD53344a	PD70967a	88	0.4318	0.4773	0.9091
PD53344a	PD70967b	94	0.4362	0.4787	0.9149
PD53344a	PD70968a	93	0.4086	0.4516	0.8602
PD53344a	PD70968b	93	0.4301	0.4624	0.8925
PD53344a	PD70968c	94	0.4149	0.4255	0.8404
PD53344a	PD70969a	90	0.3889	0.5333	0.9222
PD53344a	PD70969b	94	0.3830	0.5319	0.9149
PD53344a	PD70970a	91	0.3846	0.5275	0.9121
PD53344a	PD70970b	94	0.3830	0.5106	0.8936
PD53344a	PD70971a	88	0.2955	0.4886	0.7841
PD53344a	PD70971b	93	0.3333	0.4839	0.8172
PD53344a	PD70971c	92	0.3261	0.4565	0.7826
PD53344a	PD70972a	93	0.3226	0.5484	0.8710
PD53344a	PD70972b	88	0.3295	0.5455	0.8750
PD53344a	PD70972c	89	0.3034	0.5618	0.8652
PD53344a	PD70973a	93	0.3118	0.5591	0.8710
PD53344a	PD70973b	91	0.3077	0.5714	0.8791
PD53344a	PD70974a	91	0.3407	0.5385	0.8791
PD53344a	PD70974b	93	0.3226	0.5591	0.8817
PD53344a	PD70974c	94	0.3511	0.5213	0.8723
PD53344a	PD70975a	86	0.4302	0.5000	0.9302
PD53344a	PD70975b	93	0.4301	0.5054	0.9355
PD53344a	PD70975c	93	0.4301	0.4624	0.8925
PD53344a	PD70976a	93	0.4086	0.4301	0.8387
PD53344a	PD70976b	93	0.3978	0.4409	0.8387
PD53344a	PD70976c	92	0.4130	0.4130	0.8261
PD53344a	PD70978a	93	0.3978	0.4516	0.8495
PD53344a	PD70980a	92	0.4348	0.4348	0.8696
PD53344a	PD70980c	90	0.4444	0.4444	0.8889
PD53344a	PD70981a	91	0.3846	0.5055	0.8901
PD53344a	PD70982a	93	0.3226	0.5376	0.8602
PD53344a	PD70982c	94	0.3191	0.5426	0.8617
PD53344a	PD70983a	93	0.9677	0.0323	1.0000
PD53344a	PD70984a	92	0.3913	0.4674	0.8587
PD53344a	PD70985a	90	0.3889	0.4333	0.8222
PD53344a	PD70985c	89	0.3820	0.4382	0.8202
PD53344a	PD70986a	89	0.3820	0.4494	0.8315
PD53344a	PD70986c	93	0.4194	0.4086	0.8280
PD53344a	PD70986d	93	0.4194	0.4086	0.8280
PD53344a	PD70987a	93	0.4409	0.4301	0.8710
PD53344c	PD53344d	93	1.0000	0.0000	1.0000
PD53344c	PD53344e	92	1.0000	0.0000	1.0000
PD53344c	PD53344f	89	0.9213	0.0787	1.0000
PD53344c	PD53344l	93	0.9785	0.0215	1.0000
PD53344c	PD53345a	91	0.3077	0.5714	0.8791
PD53344c	PD53345b	94	0.2979	0.5851	0.8830
PD53344c	PD53346a	93	0.4086	0.4946	0.9032
PD53344c	PD53346b	94	0.4043	0.5000	0.9043
PD53344c	PD53347a	93	0.3226	0.5484	0.8710
PD53344c	PD53347b	94	0.3936	0.4894	0.8830
PD53344c	PD53347c	87	0.3563	0.5172	0.8736
PD53344c	PD53348a	91	0.4615	0.3956	0.8571
PD53344c	PD53348b	94	0.4468	0.4149	0.8617
PD53344c	PD53349a	91	0.3846	0.4725	0.8571
PD53344c	PD53349b	93	0.4194	0.4731	0.8925
PD53344c	PD53349c	94	0.3830	0.4787	0.8617
PD53344c	PD53349d	89	0.4270	0.4607	0.8876
PD53344c	PD53349e	91	0.4286	0.4615	0.8901
PD53344c	PD53349f	91	0.3846	0.4835	0.8681
PD53344c	PD53350a	92	0.3913	0.4348	0.8261
PD53344c	PD53350b	94	0.4362	0.3936	0.8298
PD53344c	PD53350c	93	0.3871	0.4301	0.8172
PD53344c	PD53350d	92	0.4348	0.3913	0.8261
PD53344c	PD53350e	93	0.4301	0.3978	0.8280
PD53344c	PD53350f	87	0.3908	0.4253	0.8161
PD53344c	PD53351a	91	0.3846	0.4725	0.8571
PD53344c	PD53351b	94	0.3936	0.4681	0.8617
PD53344c	PD53352a	94	0.4043	0.4255	0.8298
PD53344c	PD53352b	94	0.4255	0.4362	0.8617
PD53344c	PD53352c	94	0.3936	0.4468	0.8404
PD53344c	PD53352d	87	0.4138	0.4368	0.8506
PD53344c	PD53352e	92	0.3913	0.4565	0.8478
PD53344c	PD53353a	94	0.3404	0.5319	0.8723
PD53344c	PD53353b	94	0.3404	0.5319	0.8723
PD53344c	PD53354a	94	0.4574	0.4574	0.9149
PD53344c	PD53354b	94	0.4574	0.4574	0.9149
PD53344c	PD53355a	92	0.3587	0.5217	0.8804
PD53344c	PD53355b	94	0.4149	0.4894	0.9043
PD53344c	PD53355c	88	0.3864	0.5114	0.8977
PD53344c	PD53356a	92	0.3261	0.5435	0.8696
PD53344c	PD53356c	93	0.3763	0.5161	0.8925
PD53344c	PD53357a	93	0.4409	0.4301	0.8710
PD53344c	PD53357b	94	0.4468	0.4255	0.8723
PD53344c	PD53357c	91	0.4396	0.4286	0.8681
PD53344c	PD53357d	92	0.4348	0.4348	0.8696
PD53344c	PD53357e	88	0.4318	0.4318	0.8636
PD53344c	PD53358a	88	0.3750	0.4659	0.8409
PD53344c	PD53358b	94	0.3617	0.4894	0.8511
PD53344c	PD53359a	93	0.3333	0.4409	0.7742
PD53344c	PD53359b	94	0.3617	0.4787	0.8404
PD53344c	PD53359c	88	0.3409	0.4432	0.7841
PD53344c	PD53360a	94	0.4149	0.4787	0.8936
PD53344c	PD53361a	92	0.3261	0.5109	0.8370
PD53344c	PD53361b	93	0.3333	0.5054	0.8387
PD53344c	PD53362a	93	0.3978	0.4516	0.8495
PD53344c	PD53362b	94	0.3936	0.4574	0.8511
PD53344c	PD53363a	94	0.3404	0.5638	0.9043
PD53344c	PD53363b	94	0.3404	0.5638	0.9043
PD53344c	PD53364a	93	0.3441	0.4839	0.8280
PD53344c	PD53364b	94	0.3511	0.4894	0.8404
PD53344c	PD53364c	91	0.3626	0.4725	0.8352
PD53344c	PD53365a	89	0.3596	0.5169	0.8764
PD53344c	PD53365b	92	0.3804	0.5109	0.8913
PD53344c	PD53366a	94	0.4681	0.3511	0.8191
PD53344c	PD53366b	94	0.4681	0.3511	0.8191
PD53344c	PD53367a	93	0.4086	0.4731	0.8817
PD53344c	PD53367b	94	0.4043	0.4787	0.8830
PD53344c	PD53368a	88	0.4318	0.4432	0.8750
PD53344c	PD53368b	94	0.4362	0.4468	0.8830
PD53344c	PD53369a	92	0.4130	0.4565	0.8696
PD53344c	PD53369b	94	0.4149	0.4574	0.8723
PD53344c	PD70589a	89	0.4831	0.4157	0.8989
PD53344c	PD70963a	92	0.4239	0.4891	0.9130
PD53344c	PD70963b	91	0.4396	0.4725	0.9121
PD53344c	PD70964a	86	0.4302	0.4535	0.8837
PD53344c	PD70964b	89	0.4382	0.4607	0.8989
PD53344c	PD70964c	91	0.4286	0.4615	0.8901
PD53344c	PD70965a	89	0.4157	0.4270	0.8427
PD53344c	PD70965b	93	0.4409	0.4194	0.8602
PD53344c	PD70966a	93	0.4731	0.4301	0.9032
PD53344c	PD70966c	88	0.4886	0.4318	0.9205
PD53344c	PD70967a	88	0.4318	0.4773	0.9091
PD53344c	PD70967b	94	0.4362	0.4787	0.9149
PD53344c	PD70968a	93	0.4086	0.4516	0.8602
PD53344c	PD70968b	93	0.4301	0.4624	0.8925
PD53344c	PD70968c	94	0.4149	0.4255	0.8404
PD53344c	PD70969a	90	0.3889	0.5333	0.9222
PD53344c	PD70969b	94	0.3830	0.5319	0.9149
PD53344c	PD70970a	91	0.3846	0.5275	0.9121
PD53344c	PD70970b	94	0.3830	0.5106	0.8936
PD53344c	PD70971a	88	0.2955	0.4886	0.7841
PD53344c	PD70971b	93	0.3333	0.4839	0.8172
PD53344c	PD70971c	92	0.3261	0.4565	0.7826
PD53344c	PD70972a	93	0.3226	0.5484	0.8710
PD53344c	PD70972b	88	0.3295	0.5455	0.8750
PD53344c	PD70972c	89	0.3034	0.5618	0.8652
PD53344c	PD70973a	93	0.3118	0.5591	0.8710
PD53344c	PD70973b	91	0.3077	0.5714	0.8791
PD53344c	PD70974a	91	0.3407	0.5385	0.8791
PD53344c	PD70974b	93	0.3226	0.5591	0.8817
PD53344c	PD70974c	94	0.3511	0.5213	0.8723
PD53344c	PD70975a	86	0.4302	0.5000	0.9302
PD53344c	PD70975b	93	0.4301	0.5054	0.9355
PD53344c	PD70975c	93	0.4301	0.4624	0.8925
PD53344c	PD70976a	93	0.4086	0.4301	0.8387
PD53344c	PD70976b	93	0.3978	0.4409	0.8387
PD53344c	PD70976c	92	0.4130	0.4130	0.8261
PD53344c	PD70978a	93	0.3978	0.4516	0.8495
PD53344c	PD70980a	92	0.4348	0.4348	0.8696
PD53344c	PD70980c	90	0.4444	0.4444	0.8889
PD53344c	PD70981a	91	0.3846	0.5055	0.8901
PD53344c	PD70982a	93	0.3226	0.5376	0.8602
PD53344c	PD70982c	94	0.3191	0.5426	0.8617
PD53344c	PD70983a	93	0.9677	0.0323	1.0000
PD53344c	PD70984a	92	0.3913	0.4674	0.8587
PD53344c	PD70985a	90	0.3889	0.4333	0.8222
PD53344c	PD70985c	89	0.3820	0.4382	0.8202
PD53344c	PD70986a	89	0.3820	0.4494	0.8315
PD53344c	PD70986c	93	0.4194	0.4086	0.8280
PD53344c	PD70986d	93	0.4194	0.4086	0.8280
PD53344c	PD70987a	93	0.4409	0.4301	0.8710
PD53344d	PD53344e	92	1.0000	0.0000	1.0000
PD53344d	PD53344f	88	0.9205	0.0795	1.0000
PD53344d	PD53344l	92	0.9891	0.0109	1.0000
PD53344d	PD53345a	90	0.3000	0.5778	0.8778
PD53344d	PD53345b	93	0.2903	0.5914	0.8817
PD53344d	PD53346a	92	0.4130	0.4891	0.9022
PD53344d	PD53346b	93	0.4086	0.4946	0.9032
PD53344d	PD53347a	92	0.3261	0.5435	0.8696
PD53344d	PD53347b	93	0.3978	0.4839	0.8817
PD53344d	PD53347c	86	0.3605	0.5116	0.8721
PD53344d	PD53348a	90	0.4667	0.3889	0.8556
PD53344d	PD53348b	93	0.4516	0.4086	0.8602
PD53344d	PD53349a	90	0.3889	0.4667	0.8556
PD53344d	PD53349b	92	0.4239	0.4674	0.8913
PD53344d	PD53349c	93	0.3871	0.4731	0.8602
PD53344d	PD53349d	88	0.4318	0.4545	0.8864
PD53344d	PD53349e	90	0.4333	0.4556	0.8889
PD53344d	PD53349f	90	0.3889	0.4778	0.8667
PD53344d	PD53350a	91	0.3956	0.4286	0.8242
PD53344d	PD53350b	93	0.4301	0.3978	0.8280
PD53344d	PD53350c	92	0.3913	0.4239	0.8152
PD53344d	PD53350d	91	0.4286	0.3956	0.8242
PD53344d	PD53350e	92	0.4239	0.4022	0.8261
PD53344d	PD53350f	86	0.3953	0.4186	0.8140
PD53344d	PD53351a	90	0.3889	0.4667	0.8556
PD53344d	PD53351b	93	0.3978	0.4624	0.8602
PD53344d	PD53352a	93	0.4086	0.4194	0.8280
PD53344d	PD53352b	93	0.4301	0.4301	0.8602
PD53344d	PD53352c	93	0.3978	0.4409	0.8387
PD53344d	PD53352d	86	0.4186	0.4302	0.8488
PD53344d	PD53352e	91	0.3956	0.4505	0.8462
PD53344d	PD53353a	93	0.3441	0.5269	0.8710
PD53344d	PD53353b	93	0.3441	0.5269	0.8710
PD53344d	PD53354a	93	0.4624	0.4516	0.9140
PD53344d	PD53354b	93	0.4624	0.4516	0.9140
PD53344d	PD53355a	91	0.3626	0.5165	0.8791
PD53344d	PD53355b	93	0.4194	0.4839	0.9032
PD53344d	PD53355c	87	0.3908	0.5057	0.8966
PD53344d	PD53356a	91	0.3297	0.5385	0.8681
PD53344d	PD53356c	92	0.3804	0.5109	0.8913
PD53344d	PD53357a	92	0.4348	0.4348	0.8696
PD53344d	PD53357b	93	0.4409	0.4301	0.8710
PD53344d	PD53357c	90	0.4333	0.4333	0.8667
PD53344d	PD53357d	91	0.4286	0.4396	0.8681
PD53344d	PD53357e	87	0.4253	0.4368	0.8621
PD53344d	PD53358a	87	0.3793	0.4598	0.8391
PD53344d	PD53358b	93	0.3656	0.4839	0.8495
PD53344d	PD53359a	92	0.3370	0.4348	0.7717
PD53344d	PD53359b	93	0.3548	0.4839	0.8387
PD53344d	PD53359c	88	0.3409	0.4432	0.7841
PD53344d	PD53360a	93	0.4194	0.4731	0.8925
PD53344d	PD53361a	91	0.3187	0.5165	0.8352
PD53344d	PD53361b	92	0.3261	0.5109	0.8370
PD53344d	PD53362a	92	0.4022	0.4457	0.8478
PD53344d	PD53362b	93	0.3978	0.4516	0.8495
PD53344d	PD53363a	93	0.3333	0.5699	0.9032
PD53344d	PD53363b	93	0.3333	0.5699	0.9032
PD53344d	PD53364a	92	0.3478	0.4783	0.8261
PD53344d	PD53364b	93	0.3548	0.4839	0.8387
PD53344d	PD53364c	90	0.3667	0.4667	0.8333
PD53344d	PD53365a	88	0.3523	0.5227	0.8750
PD53344d	PD53365b	91	0.3736	0.5165	0.8901
PD53344d	PD53366a	93	0.4624	0.3548	0.8172
PD53344d	PD53366b	93	0.4624	0.3548	0.8172
PD53344d	PD53367a	92	0.4022	0.4783	0.8804
PD53344d	PD53367b	93	0.3978	0.4839	0.8817
PD53344d	PD53368a	87	0.4368	0.4368	0.8736
PD53344d	PD53368b	93	0.4409	0.4409	0.8817
PD53344d	PD53369a	91	0.4066	0.4615	0.8681
PD53344d	PD53369b	93	0.4086	0.4624	0.8710
PD53344d	PD70589a	89	0.4831	0.4157	0.8989
PD53344d	PD70963a	91	0.4286	0.4835	0.9121
PD53344d	PD70963b	90	0.4444	0.4667	0.9111
PD53344d	PD70964a	85	0.4235	0.4588	0.8824
PD53344d	PD70964b	88	0.4318	0.4659	0.8977
PD53344d	PD70964c	90	0.4222	0.4667	0.8889
PD53344d	PD70965a	88	0.4091	0.4318	0.8409
PD53344d	PD70965b	92	0.4348	0.4239	0.8587
PD53344d	PD70966a	92	0.4674	0.4348	0.9022
PD53344d	PD70966c	87	0.4828	0.4368	0.9195
PD53344d	PD70967a	87	0.4368	0.4713	0.9080
PD53344d	PD70967b	93	0.4409	0.4731	0.9140
PD53344d	PD70968a	92	0.4022	0.4565	0.8587
PD53344d	PD70968b	92	0.4239	0.4674	0.8913
PD53344d	PD70968c	93	0.4086	0.4301	0.8387
PD53344d	PD70969a	89	0.3933	0.5281	0.9213
PD53344d	PD70969b	93	0.3871	0.5269	0.9140
PD53344d	PD70970a	90	0.3889	0.5222	0.9111
PD53344d	PD70970b	93	0.3871	0.5054	0.8925
PD53344d	PD70971a	87	0.2874	0.4943	0.7816
PD53344d	PD70971b	92	0.3261	0.4891	0.8152
PD53344d	PD70971c	91	0.3187	0.4615	0.7802
PD53344d	PD70972a	92	0.3261	0.5435	0.8696
PD53344d	PD70972b	88	0.3295	0.5455	0.8750
PD53344d	PD70972c	88	0.3068	0.5568	0.8636
PD53344d	PD70973a	92	0.3152	0.5543	0.8696
PD53344d	PD70973b	90	0.3111	0.5667	0.8778
PD53344d	PD70974a	90	0.3444	0.5333	0.8778
PD53344d	PD70974b	92	0.3261	0.5543	0.8804
PD53344d	PD70974c	93	0.3548	0.5161	0.8710
PD53344d	PD70975a	86	0.4302	0.5000	0.9302
PD53344d	PD70975b	92	0.4239	0.5109	0.9348
PD53344d	PD70975c	92	0.4348	0.4565	0.8913
PD53344d	PD70976a	92	0.4130	0.4239	0.8370
PD53344d	PD70976b	92	0.4022	0.4348	0.8370
PD53344d	PD70976c	91	0.4176	0.4066	0.8242
PD53344d	PD70978a	92	0.3913	0.4565	0.8478
PD53344d	PD70980a	91	0.4286	0.4396	0.8681
PD53344d	PD70980c	89	0.4382	0.4494	0.8876
PD53344d	PD70981a	91	0.3846	0.5055	0.8901
PD53344d	PD70982a	92	0.3261	0.5326	0.8587
PD53344d	PD70982c	93	0.3226	0.5376	0.8602
PD53344d	PD70983a	92	0.9783	0.0217	1.0000
PD53344d	PD70984a	91	0.3956	0.4615	0.8571
PD53344d	PD70985a	89	0.3933	0.4270	0.8202
PD53344d	PD70985c	88	0.3864	0.4318	0.8182
PD53344d	PD70986a	88	0.3864	0.4432	0.8295
PD53344d	PD70986c	92	0.4239	0.4022	0.8261
PD53344d	PD70986d	92	0.4239	0.4022	0.8261
PD53344d	PD70987a	92	0.4348	0.4348	0.8696
PD53344e	PD53344f	88	0.9091	0.0909	1.0000
PD53344e	PD53344l	92	1.0000	0.0000	1.0000
PD53344e	PD53345a	90	0.3000	0.5778	0.8778
PD53344e	PD53345b	93	0.2903	0.5914	0.8817
PD53344e	PD53346a	92	0.4022	0.5000	0.9022
PD53344e	PD53346b	93	0.3978	0.5054	0.9032
PD53344e	PD53347a	92	0.3261	0.5326	0.8587
PD53344e	PD53347b	93	0.3978	0.4731	0.8710
PD53344e	PD53347c	86	0.3605	0.5000	0.8605
PD53344e	PD53348a	90	0.4667	0.3889	0.8556
PD53344e	PD53348b	93	0.4516	0.4086	0.8602
PD53344e	PD53349a	90	0.4000	0.4556	0.8556
PD53344e	PD53349b	92	0.4348	0.4565	0.8913
PD53344e	PD53349c	93	0.3978	0.4624	0.8602
PD53344e	PD53349d	88	0.4432	0.4432	0.8864
PD53344e	PD53349e	90	0.4444	0.4444	0.8889
PD53344e	PD53349f	90	0.4000	0.4667	0.8667
PD53344e	PD53350a	91	0.3956	0.4286	0.8242
PD53344e	PD53350b	93	0.4301	0.3978	0.8280
PD53344e	PD53350c	92	0.3913	0.4239	0.8152
PD53344e	PD53350d	91	0.4286	0.3956	0.8242
PD53344e	PD53350e	92	0.4239	0.4022	0.8261
PD53344e	PD53350f	86	0.3953	0.4186	0.8140
PD53344e	PD53351a	90	0.3889	0.4556	0.8444
PD53344e	PD53351b	93	0.3978	0.4516	0.8495
PD53344e	PD53352a	93	0.4086	0.4086	0.8172
PD53344e	PD53352b	93	0.4301	0.4194	0.8495
PD53344e	PD53352c	93	0.3978	0.4301	0.8280
PD53344e	PD53352d	86	0.4186	0.4186	0.8372
PD53344e	PD53352e	91	0.3956	0.4396	0.8352
PD53344e	PD53353a	93	0.3333	0.5376	0.8710
PD53344e	PD53353b	93	0.3333	0.5376	0.8710
PD53344e	PD53354a	93	0.4516	0.4624	0.9140
PD53344e	PD53354b	93	0.4516	0.4624	0.9140
PD53344e	PD53355a	91	0.3736	0.5055	0.8791
PD53344e	PD53355b	93	0.4194	0.4839	0.9032
PD53344e	PD53355c	87	0.3908	0.5057	0.8966
PD53344e	PD53356a	91	0.3407	0.5275	0.8681
PD53344e	PD53356c	92	0.3913	0.5000	0.8913
PD53344e	PD53357a	92	0.4348	0.4348	0.8696
PD53344e	PD53357b	93	0.4409	0.4301	0.8710
PD53344e	PD53357c	90	0.4333	0.4333	0.8667
PD53344e	PD53357d	91	0.4286	0.4396	0.8681
PD53344e	PD53357e	87	0.4253	0.4368	0.8621
PD53344e	PD53358a	87	0.3793	0.4598	0.8391
PD53344e	PD53358b	93	0.3548	0.4946	0.8495
PD53344e	PD53359a	92	0.3370	0.4348	0.7717
PD53344e	PD53359b	93	0.3548	0.4839	0.8387
PD53344e	PD53359c	88	0.3409	0.4432	0.7841
PD53344e	PD53360a	93	0.4086	0.4839	0.8925
PD53344e	PD53361a	91	0.3187	0.5165	0.8352
PD53344e	PD53361b	92	0.3261	0.5109	0.8370
PD53344e	PD53362a	92	0.4022	0.4457	0.8478
PD53344e	PD53362b	93	0.3978	0.4516	0.8495
PD53344e	PD53363a	93	0.3441	0.5591	0.9032
PD53344e	PD53363b	93	0.3441	0.5591	0.9032
PD53344e	PD53364a	92	0.3478	0.4783	0.8261
PD53344e	PD53364b	93	0.3548	0.4839	0.8387
PD53344e	PD53364c	90	0.3667	0.4667	0.8333
PD53344e	PD53365a	88	0.3409	0.5341	0.8750
PD53344e	PD53365b	91	0.3626	0.5275	0.8901
PD53344e	PD53366a	93	0.4516	0.3548	0.8065
