sample_a	sample_b	n	exact	compat	combn
PD53344e	PD53366b	93	0.4516	0.3548	0.8065
PD53344e	PD53367a	92	0.3913	0.4783	0.8696
PD53344e	PD53367b	93	0.3871	0.4839	0.8710
PD53344e	PD53368a	88	0.4318	0.4318	0.8636
PD53344e	PD53368b	93	0.4301	0.4409	0.8710
PD53344e	PD53369a	91	0.4066	0.4615	0.8681
PD53344e	PD53369b	93	0.4086	0.4624	0.8710
PD53344e	PD70589a	89	0.4831	0.4045	0.8876
PD53344e	PD70963a	91	0.4286	0.4725	0.9011
PD53344e	PD70963b	90	0.4444	0.4556	0.9000
PD53344e	PD70964a	85	0.4235	0.4588	0.8824
PD53344e	PD70964b	88	0.4318	0.4659	0.8977
PD53344e	PD70964c	90	0.4222	0.4667	0.8889
PD53344e	PD70965a	88	0.4091	0.4318	0.8409
PD53344e	PD70965b	92	0.4348	0.4239	0.8587
PD53344e	PD70966a	92	0.4674	0.4239	0.8913
PD53344e	PD70966c	87	0.4828	0.4253	0.9080
PD53344e	PD70967a	87	0.4483	0.4598	0.9080
PD53344e	PD70967b	93	0.4516	0.4624	0.9140
PD53344e	PD70968a	92	0.4022	0.4565	0.8587
PD53344e	PD70968b	92	0.4239	0.4674	0.8913
PD53344e	PD70968c	93	0.4086	0.4301	0.8387
PD53344e	PD70969a	89	0.4045	0.5169	0.9213
PD53344e	PD70969b	93	0.3978	0.5161	0.9140
PD53344e	PD70970a	90	0.3778	0.5222	0.9000
PD53344e	PD70970b	93	0.3763	0.5054	0.8817
PD53344e	PD70971a	87	0.2874	0.4943	0.7816
PD53344e	PD70971b	91	0.3297	0.4835	0.8132
PD53344e	PD70971c	91	0.3187	0.4615	0.7802
PD53344e	PD70972a	92	0.3370	0.5326	0.8696
PD53344e	PD70972b	88	0.3409	0.5341	0.8750
PD53344e	PD70972c	88	0.3182	0.5455	0.8636
PD53344e	PD70973a	92	0.3043	0.5543	0.8587
PD53344e	PD70973b	90	0.3000	0.5667	0.8667
PD53344e	PD70974a	91	0.3407	0.5275	0.8681
PD53344e	PD70974b	92	0.3152	0.5543	0.8696
PD53344e	PD70974c	93	0.3548	0.5054	0.8602
PD53344e	PD70975a	86	0.4302	0.5000	0.9302
PD53344e	PD70975b	92	0.4239	0.5109	0.9348
PD53344e	PD70975c	92	0.4348	0.4565	0.8913
PD53344e	PD70976a	92	0.4130	0.4130	0.8261
PD53344e	PD70976b	92	0.4022	0.4239	0.8261
PD53344e	PD70976c	91	0.4176	0.3956	0.8132
PD53344e	PD70978a	92	0.3804	0.4565	0.8370
PD53344e	PD70980a	91	0.4286	0.4396	0.8681
PD53344e	PD70980c	89	0.4382	0.4494	0.8876
PD53344e	PD70981a	91	0.3846	0.5055	0.8901
PD53344e	PD70982a	92	0.3370	0.5217	0.8587
PD53344e	PD70982c	93	0.3333	0.5269	0.8602
PD53344e	PD70983a	92	0.9891	0.0109	1.0000
PD53344e	PD70984a	91	0.4066	0.4505	0.8571
PD53344e	PD70985a	89	0.3933	0.4270	0.8202
PD53344e	PD70985c	88	0.3864	0.4318	0.8182
PD53344e	PD70986a	87	0.3908	0.4368	0.8276
PD53344e	PD70986c	92	0.4239	0.3913	0.8152
PD53344e	PD70986d	92	0.4239	0.3913	0.8152
PD53344e	PD70987a	92	0.4348	0.4348	0.8696
PD53344f	PD53344l	89	0.8876	0.1124	1.0000
PD53344f	PD53345a	88	0.3523	0.5568	0.9091
PD53344f	PD53345b	90	0.3667	0.5444	0.9111
PD53344f	PD53346a	90	0.4000	0.5222	0.9222
PD53344f	PD53346b	90	0.4000	0.5222	0.9222
PD53344f	PD53347a	90	0.2889	0.6111	0.9000
PD53344f	PD53347b	90	0.3778	0.5333	0.9111
PD53344f	PD53347c	83	0.3373	0.5663	0.9036
PD53344f	PD53348a	88	0.5114	0.3636	0.8750
PD53344f	PD53348b	90	0.5000	0.3778	0.8778
PD53344f	PD53349a	88	0.4091	0.4545	0.8636
PD53344f	PD53349b	89	0.4494	0.4494	0.8989
PD53344f	PD53349c	90	0.4111	0.4556	0.8667
PD53344f	PD53349d	86	0.4535	0.4419	0.8953
PD53344f	PD53349e	87	0.4598	0.4368	0.8966
PD53344f	PD53349f	88	0.4091	0.4659	0.8750
PD53344f	PD53350a	88	0.3523	0.4886	0.8409
PD53344f	PD53350b	90	0.4000	0.4444	0.8444
PD53344f	PD53350c	89	0.3483	0.4831	0.8315
PD53344f	PD53350d	88	0.3977	0.4432	0.8409
PD53344f	PD53350e	89	0.3933	0.4494	0.8427
PD53344f	PD53350f	83	0.3494	0.4819	0.8313
PD53344f	PD53351a	87	0.3678	0.5172	0.8851
PD53344f	PD53351b	90	0.3889	0.5000	0.8889
PD53344f	PD53352a	90	0.3556	0.5222	0.8778
PD53344f	PD53352b	90	0.3778	0.5333	0.9111
PD53344f	PD53352c	90	0.3444	0.5444	0.8889
PD53344f	PD53352d	84	0.3690	0.5357	0.9048
PD53344f	PD53352e	88	0.3409	0.5568	0.8977
PD53344f	PD53353a	90	0.3778	0.5000	0.8778
PD53344f	PD53353b	90	0.3778	0.5000	0.8778
PD53344f	PD53354a	90	0.4778	0.4444	0.9222
PD53344f	PD53354b	90	0.4778	0.4444	0.9222
PD53344f	PD53355a	88	0.3295	0.5795	0.9091
PD53344f	PD53355b	90	0.4111	0.5111	0.9222
PD53344f	PD53355c	84	0.3690	0.5476	0.9167
PD53344f	PD53356a	89	0.3258	0.5618	0.8876
PD53344f	PD53356c	89	0.4045	0.5056	0.9101
PD53344f	PD53357a	89	0.3820	0.5169	0.8989
PD53344f	PD53357b	90	0.3889	0.5111	0.9000
PD53344f	PD53357c	87	0.3793	0.5172	0.8966
PD53344f	PD53357d	88	0.3750	0.5227	0.8977
PD53344f	PD53357e	85	0.3765	0.5176	0.8941
PD53344f	PD53358a	84	0.3929	0.4643	0.8571
PD53344f	PD53358b	90	0.4333	0.4333	0.8667
PD53344f	PD53359a	89	0.3596	0.4494	0.8090
PD53344f	PD53359b	90	0.4222	0.4556	0.8778
PD53344f	PD53359c	84	0.3810	0.4405	0.8214
PD53344f	PD53360a	90	0.4444	0.4889	0.9333
PD53344f	PD53361a	88	0.3636	0.5227	0.8864
PD53344f	PD53361b	89	0.3708	0.5169	0.8876
PD53344f	PD53362a	89	0.3933	0.4607	0.8539
PD53344f	PD53362b	90	0.3889	0.4667	0.8556
PD53344f	PD53363a	90	0.3111	0.6333	0.9444
PD53344f	PD53363b	90	0.3111	0.6333	0.9444
PD53344f	PD53364a	89	0.3933	0.4494	0.8427
PD53344f	PD53364b	90	0.4111	0.4444	0.8556
PD53344f	PD53364c	88	0.4205	0.4318	0.8523
PD53344f	PD53365a	86	0.3837	0.5349	0.9186
PD53344f	PD53365b	88	0.4091	0.5114	0.9205
PD53344f	PD53366a	90	0.4778	0.3889	0.8667
PD53344f	PD53366b	90	0.4778	0.3889	0.8667
PD53344f	PD53367a	90	0.3444	0.5556	0.9000
PD53344f	PD53367b	90	0.3444	0.5556	0.9000
PD53344f	PD53368a	85	0.4353	0.4588	0.8941
PD53344f	PD53368b	90	0.4556	0.4444	0.9000
PD53344f	PD53369a	88	0.4091	0.4886	0.8977
PD53344f	PD53369b	90	0.4111	0.4889	0.9000
PD53344f	PD70589a	85	0.4824	0.4235	0.9059
PD53344f	PD70963a	88	0.4091	0.5227	0.9318
PD53344f	PD70963b	87	0.4368	0.4943	0.9310
PD53344f	PD70964a	82	0.5000	0.4146	0.9146
PD53344f	PD70964b	85	0.5294	0.4000	0.9294
PD53344f	PD70964c	87	0.5172	0.4023	0.9195
PD53344f	PD70965a	85	0.4118	0.4706	0.8824
PD53344f	PD70965b	89	0.4382	0.4494	0.8876
PD53344f	PD70966a	89	0.4719	0.4382	0.9101
PD53344f	PD70966c	84	0.4881	0.4405	0.9286
PD53344f	PD70967a	84	0.4167	0.5357	0.9524
PD53344f	PD70967b	90	0.4222	0.5333	0.9556
PD53344f	PD70968a	89	0.4045	0.4831	0.8876
PD53344f	PD70968b	90	0.4222	0.4889	0.9111
PD53344f	PD70968c	90	0.4111	0.4556	0.8667
PD53344f	PD70969a	86	0.4302	0.5116	0.9419
PD53344f	PD70969b	90	0.4222	0.5111	0.9333
PD53344f	PD70970a	88	0.3864	0.5568	0.9432
PD53344f	PD70970b	90	0.3889	0.5444	0.9333
PD53344f	PD70971a	84	0.2857	0.5357	0.8214
PD53344f	PD70971b	88	0.3523	0.5000	0.8523
PD53344f	PD70971c	88	0.2955	0.5227	0.8182
PD53344f	PD70972a	89	0.3483	0.5393	0.8876
PD53344f	PD70972b	84	0.3571	0.5357	0.8929
PD53344f	PD70972c	85	0.3294	0.5529	0.8824
PD53344f	PD70973a	89	0.3933	0.4944	0.8876
PD53344f	PD70973b	88	0.3864	0.5000	0.8864
PD53344f	PD70974a	88	0.3409	0.6023	0.9432
PD53344f	PD70974b	89	0.3258	0.6180	0.9438
PD53344f	PD70974c	90	0.3333	0.6111	0.9444
PD53344f	PD70975a	82	0.4268	0.5122	0.9390
PD53344f	PD70975b	89	0.4607	0.4831	0.9438
PD53344f	PD70975c	89	0.4045	0.5169	0.9213
PD53344f	PD70976a	89	0.4157	0.4607	0.8764
PD53344f	PD70976b	89	0.4045	0.4719	0.8764
PD53344f	PD70976c	89	0.4157	0.4494	0.8652
PD53344f	PD70978a	89	0.3258	0.5393	0.8652
PD53344f	PD70980a	88	0.4318	0.4659	0.8977
PD53344f	PD70980c	86	0.4419	0.4767	0.9186
PD53344f	PD70981a	87	0.4023	0.5057	0.9080
PD53344f	PD70982a	89	0.3146	0.5730	0.8876
PD53344f	PD70982c	90	0.3111	0.5778	0.8889
PD53344f	PD70983a	89	0.8764	0.1236	1.0000
PD53344f	PD70984a	88	0.4205	0.4432	0.8636
PD53344f	PD70985a	86	0.3488	0.4884	0.8372
PD53344f	PD70985c	85	0.3412	0.4941	0.8353
PD53344f	PD70986a	85	0.3882	0.4824	0.8706
PD53344f	PD70986c	89	0.4045	0.4607	0.8652
PD53344f	PD70986d	89	0.4045	0.4607	0.8652
PD53344f	PD70987a	89	0.3820	0.5169	0.8989
PD53344l	PD53345a	91	0.2967	0.5714	0.8681
PD53344l	PD53345b	94	0.2872	0.5851	0.8723
PD53344l	PD53346a	93	0.4086	0.5054	0.9140
PD53344l	PD53346b	94	0.4043	0.5106	0.9149
PD53344l	PD53347a	93	0.3226	0.5269	0.8495
PD53344l	PD53347b	94	0.4043	0.4574	0.8617
PD53344l	PD53347c	87	0.3678	0.4828	0.8506
PD53344l	PD53348a	91	0.4725	0.3736	0.8462
PD53344l	PD53348b	94	0.4574	0.3936	0.8511
PD53344l	PD53349a	91	0.3956	0.4505	0.8462
PD53344l	PD53349b	93	0.4301	0.4409	0.8710
PD53344l	PD53349c	94	0.3936	0.4574	0.8511
PD53344l	PD53349d	90	0.4333	0.4333	0.8667
PD53344l	PD53349e	91	0.4396	0.4286	0.8681
PD53344l	PD53349f	92	0.3913	0.4565	0.8478
PD53344l	PD53350a	92	0.3913	0.4239	0.8152
PD53344l	PD53350b	94	0.4255	0.4043	0.8298
PD53344l	PD53350c	93	0.3871	0.4194	0.8065
PD53344l	PD53350d	92	0.4239	0.4022	0.8261
PD53344l	PD53350e	93	0.4194	0.4086	0.8280
PD53344l	PD53350f	88	0.3977	0.4091	0.8068
PD53344l	PD53351a	91	0.3956	0.4396	0.8352
PD53344l	PD53351b	94	0.4043	0.4362	0.8404
PD53344l	PD53352a	94	0.4149	0.3936	0.8085
PD53344l	PD53352b	94	0.4362	0.4043	0.8404
PD53344l	PD53352c	94	0.4043	0.4149	0.8191
PD53344l	PD53352d	88	0.4205	0.4091	0.8295
PD53344l	PD53352e	92	0.4022	0.4239	0.8261
PD53344l	PD53353a	94	0.3191	0.5426	0.8617
PD53344l	PD53353b	94	0.3191	0.5426	0.8617
PD53344l	PD53354a	94	0.4362	0.4681	0.9043
PD53344l	PD53354b	94	0.4362	0.4681	0.9043
PD53344l	PD53355a	92	0.3587	0.5000	0.8587
PD53344l	PD53355b	94	0.4043	0.4894	0.8936
PD53344l	PD53355c	88	0.3750	0.5114	0.8864
PD53344l	PD53356a	92	0.3261	0.5217	0.8478
PD53344l	PD53356c	93	0.3763	0.4946	0.8710
PD53344l	PD53357a	93	0.4301	0.4409	0.8710
PD53344l	PD53357b	94	0.4362	0.4362	0.8723
PD53344l	PD53357c	91	0.4286	0.4396	0.8681
PD53344l	PD53357d	92	0.4239	0.4457	0.8696
PD53344l	PD53357e	88	0.4205	0.4432	0.8636
PD53344l	PD53358a	88	0.3864	0.4545	0.8409
PD53344l	PD53358b	94	0.3617	0.4894	0.8511
PD53344l	PD53359a	93	0.3333	0.4301	0.7634
PD53344l	PD53359b	94	0.3511	0.4894	0.8404
PD53344l	PD53359c	88	0.3409	0.4432	0.7841
PD53344l	PD53360a	94	0.4043	0.4787	0.8830
PD53344l	PD53361a	92	0.3152	0.5217	0.8370
PD53344l	PD53361b	93	0.3226	0.5161	0.8387
PD53344l	PD53362a	93	0.3978	0.4409	0.8387
PD53344l	PD53362b	94	0.3936	0.4468	0.8404
PD53344l	PD53363a	94	0.3404	0.5532	0.8936
PD53344l	PD53363b	94	0.3404	0.5532	0.8936
PD53344l	PD53364a	93	0.3548	0.4731	0.8280
PD53344l	PD53364b	94	0.3723	0.4681	0.8404
PD53344l	PD53364c	91	0.3846	0.4505	0.8352
PD53344l	PD53365a	89	0.3258	0.5506	0.8764
PD53344l	PD53365b	92	0.3478	0.5435	0.8913
PD53344l	PD53366a	94	0.4468	0.3617	0.8085
PD53344l	PD53366b	94	0.4468	0.3617	0.8085
PD53344l	PD53367a	93	0.3871	0.4946	0.8817
PD53344l	PD53367b	94	0.3830	0.5000	0.8830
PD53344l	PD53368a	88	0.4432	0.4318	0.8750
PD53344l	PD53368b	94	0.4362	0.4468	0.8830
PD53344l	PD53369a	92	0.4022	0.4565	0.8587
PD53344l	PD53369b	94	0.4043	0.4574	0.8617
PD53344l	PD70589a	90	0.4889	0.4000	0.8889
PD53344l	PD70963a	92	0.4348	0.4674	0.9022
PD53344l	PD70963b	91	0.4505	0.4505	0.9011
PD53344l	PD70964a	86	0.4186	0.4651	0.8837
PD53344l	PD70964b	89	0.4270	0.4719	0.8989
PD53344l	PD70964c	91	0.4176	0.4725	0.8901
PD53344l	PD70965a	89	0.4157	0.4270	0.8427
PD53344l	PD70965b	93	0.4409	0.4194	0.8602
PD53344l	PD70966a	93	0.4624	0.4301	0.8925
PD53344l	PD70966c	88	0.4773	0.4318	0.9091
PD53344l	PD70967a	88	0.4432	0.4545	0.8977
PD53344l	PD70967b	94	0.4468	0.4574	0.9043
PD53344l	PD70968a	93	0.4086	0.4516	0.8602
PD53344l	PD70968b	93	0.4301	0.4624	0.8925
PD53344l	PD70968c	94	0.4149	0.4255	0.8404
PD53344l	PD70969a	90	0.4000	0.5000	0.9000
PD53344l	PD70969b	94	0.3936	0.5000	0.8936
PD53344l	PD70970a	91	0.3736	0.5165	0.8901
PD53344l	PD70970b	94	0.3723	0.5000	0.8723
PD53344l	PD70971a	88	0.2841	0.4886	0.7727
PD53344l	PD70971b	92	0.3261	0.4783	0.8043
PD53344l	PD70971c	92	0.3152	0.4565	0.7717
PD53344l	PD70972a	93	0.3441	0.5161	0.8602
PD53344l	PD70972b	88	0.3409	0.5227	0.8636
PD53344l	PD70972c	90	0.3222	0.5333	0.8556
PD53344l	PD70973a	93	0.3011	0.5484	0.8495
PD53344l	PD70973b	91	0.2967	0.5604	0.8571
PD53344l	PD70974a	91	0.3297	0.5275	0.8571
PD53344l	PD70974b	94	0.3085	0.5532	0.8617
PD53344l	PD70974c	94	0.3404	0.5000	0.8404
PD53344l	PD70975a	86	0.4186	0.5116	0.9302
PD53344l	PD70975b	94	0.4149	0.5213	0.9362
PD53344l	PD70975c	93	0.4301	0.4624	0.8925
PD53344l	PD70976a	93	0.4194	0.4086	0.8280
PD53344l	PD70976b	93	0.4086	0.4194	0.8280
PD53344l	PD70976c	92	0.4239	0.3913	0.8152
PD53344l	PD70978a	93	0.3763	0.4731	0.8495
PD53344l	PD70980a	93	0.4194	0.4409	0.8602
PD53344l	PD70980c	91	0.4286	0.4505	0.8791
PD53344l	PD70981a	91	0.3736	0.5055	0.8791
PD53344l	PD70982a	93	0.3548	0.5054	0.8602
PD53344l	PD70982c	94	0.3511	0.5106	0.8617
PD53344l	PD70983a	93	0.9892	0.0108	1.0000
PD53344l	PD70984a	92	0.4022	0.4457	0.8478
PD53344l	PD70985a	90	0.3889	0.4222	0.8111
PD53344l	PD70985c	89	0.3820	0.4270	0.8090
PD53344l	PD70986a	88	0.3864	0.4318	0.8182
PD53344l	PD70986c	93	0.4194	0.3871	0.8065
PD53344l	PD70986d	93	0.4194	0.3871	0.8065
PD53344l	PD70987a	93	0.4301	0.4409	0.8710
PD53345a	PD53345b	92	1.0000	0.0000	1.0000
PD53345a	PD53346a	91	0.2967	0.5714	0.8681
PD53345a	PD53346b	92	0.3043	0.5652	0.8696
PD53345a	PD53347a	91	0.3297	0.4945	0.8242
PD53345a	PD53347b	92	0.3587	0.5217	0.8804
PD53345a	PD53347c	85	0.3412	0.5176	0.8588
PD53345a	PD53348a	90	0.4111	0.5111	0.9222
PD53345a	PD53348b	92	0.4130	0.5217	0.9348
PD53345a	PD53349a	90	0.4111	0.4556	0.8667
PD53345a	PD53349b	91	0.4615	0.4286	0.8901
PD53345a	PD53349c	92	0.4022	0.4674	0.8696
PD53345a	PD53349d	88	0.4545	0.4205	0.8750
PD53345a	PD53349e	89	0.4607	0.4270	0.8876
PD53345a	PD53349f	89	0.4157	0.4494	0.8652
PD53345a	PD53350a	90	0.2000	0.6333	0.8333
PD53345a	PD53350b	92	0.2391	0.5978	0.8370
PD53345a	PD53350c	91	0.1978	0.6374	0.8352
PD53345a	PD53350d	90	0.2333	0.6000	0.8333
PD53345a	PD53350e	91	0.2418	0.5934	0.8352
PD53345a	PD53350f	85	0.2235	0.6118	0.8353
PD53345a	PD53351a	89	0.3708	0.4944	0.8652
PD53345a	PD53351b	92	0.3478	0.5217	0.8696
PD53345a	PD53352a	92	0.3043	0.5326	0.8370
PD53345a	PD53352b	92	0.3261	0.5435	0.8696
PD53345a	PD53352c	92	0.3043	0.5326	0.8370
PD53345a	PD53352d	85	0.3059	0.5294	0.8353
PD53345a	PD53352e	90	0.3111	0.5222	0.8333
PD53345a	PD53353a	92	0.4565	0.4239	0.8804
PD53345a	PD53353b	92	0.4565	0.4239	0.8804
PD53345a	PD53354a	92	0.3370	0.5217	0.8587
PD53345a	PD53354b	92	0.3370	0.5217	0.8587
PD53345a	PD53355a	90	0.3667	0.4889	0.8556
PD53345a	PD53355b	92	0.3804	0.4891	0.8696
PD53345a	PD53355c	86	0.3605	0.5000	0.8605
PD53345a	PD53356a	90	0.3667	0.5000	0.8667
PD53345a	PD53356c	91	0.3297	0.5604	0.8901
PD53345a	PD53357a	91	0.3626	0.4725	0.8352
PD53345a	PD53357b	92	0.3370	0.5217	0.8587
PD53345a	PD53357c	89	0.3483	0.5056	0.8539
PD53345a	PD53357d	90	0.3556	0.4778	0.8333
PD53345a	PD53357e	86	0.3372	0.4884	0.8256
PD53345a	PD53358a	87	0.3678	0.5172	0.8851
PD53345a	PD53358b	92	0.3804	0.5109	0.8913
PD53345a	PD53359a	91	0.3956	0.5055	0.9011
PD53345a	PD53359b	92	0.3478	0.5870	0.9348
PD53345a	PD53359c	86	0.4070	0.5000	0.9070
PD53345a	PD53360a	92	0.4348	0.5000	0.9348
PD53345a	PD53361a	90	0.4556	0.4667	0.9222
PD53345a	PD53361b	91	0.4396	0.4835	0.9231
PD53345a	PD53362a	91	0.3516	0.4505	0.8022
PD53345a	PD53362b	92	0.3478	0.4565	0.8043
PD53345a	PD53363a	92	0.3696	0.5000	0.8696
PD53345a	PD53363b	92	0.3696	0.5000	0.8696
PD53345a	PD53364a	91	0.2967	0.5055	0.8022
PD53345a	PD53364b	92	0.3370	0.4783	0.8152
PD53345a	PD53364c	89	0.3146	0.4944	0.8090
PD53345a	PD53365a	88	0.3409	0.5455	0.8864
PD53345a	PD53365b	90	0.3444	0.5556	0.9000
PD53345a	PD53366a	92	0.3478	0.5000	0.8478
PD53345a	PD53366b	92	0.3478	0.5000	0.8478
PD53345a	PD53367a	92	0.3043	0.5978	0.9022
PD53345a	PD53367b	92	0.3043	0.5978	0.9022
PD53345a	PD53368a	86	0.4651	0.4767	0.9419
PD53345a	PD53368b	92	0.4674	0.4783	0.9457
PD53345a	PD53369a	90	0.3667	0.5556	0.9222
PD53345a	PD53369b	92	0.3696	0.5543	0.9239
PD53345a	PD70589a	87	0.2759	0.5747	0.8506
PD53345a	PD70963a	91	0.3736	0.5275	0.9011
PD53345a	PD70963b	89	0.4157	0.4831	0.8989
PD53345a	PD70964a	84	0.3095	0.5595	0.8690
PD53345a	PD70964b	87	0.3793	0.5057	0.8851
PD53345a	PD70964c	89	0.3483	0.5281	0.8764
PD53345a	PD70965a	87	0.3218	0.5632	0.8851
PD53345a	PD70965b	91	0.3407	0.5495	0.8901
PD53345a	PD70966a	91	0.2747	0.5824	0.8571
PD53345a	PD70966c	86	0.3023	0.5698	0.8721
PD53345a	PD70967a	86	0.3488	0.5233	0.8721
PD53345a	PD70967b	92	0.3478	0.5326	0.8804
PD53345a	PD70968a	91	0.3846	0.4835	0.8681
PD53345a	PD70968b	91	0.4286	0.4835	0.9121
PD53345a	PD70968c	92	0.3696	0.4891	0.8587
PD53345a	PD70969a	88	0.4205	0.4545	0.8750
PD53345a	PD70969b	92	0.4022	0.4674	0.8696
PD53345a	PD70970a	89	0.4494	0.4944	0.9438
PD53345a	PD70970b	92	0.4348	0.5000	0.9348
PD53345a	PD70971a	86	0.4186	0.4767	0.8953
PD53345a	PD70971b	90	0.3889	0.5222	0.9111
PD53345a	PD70971c	90	0.3889	0.5000	0.8889
PD53345a	PD70972a	91	0.2747	0.5714	0.8462
PD53345a	PD70972b	86	0.2791	0.5698	0.8488
PD53345a	PD70972c	87	0.2644	0.5632	0.8276
PD53345a	PD70973a	91	0.3077	0.5495	0.8571
PD53345a	PD70973b	89	0.2921	0.5618	0.8539
PD53345a	PD70974a	90	0.4222	0.4667	0.8889
PD53345a	PD70974b	91	0.4176	0.4835	0.9011
PD53345a	PD70974c	92	0.4348	0.4565	0.8913
PD53345a	PD70975a	85	0.2941	0.5176	0.8118
PD53345a	PD70975b	91	0.3187	0.5055	0.8242
PD53345a	PD70975c	91	0.3077	0.5055	0.8132
PD53345a	PD70976a	91	0.3077	0.5824	0.8901
PD53345a	PD70976b	91	0.3077	0.5824	0.8901
PD53345a	PD70976c	91	0.3077	0.5824	0.8901
PD53345a	PD70978a	91	0.2857	0.6044	0.8901
PD53345a	PD70980a	90	0.3556	0.5667	0.9222
PD53345a	PD70980c	88	0.3636	0.5568	0.9205
PD53345a	PD70981a	89	0.3596	0.5393	0.8989
PD53345a	PD70982a	91	0.3736	0.5165	0.8901
PD53345a	PD70982c	92	0.3587	0.5217	0.8804
PD53345a	PD70983a	91	0.2747	0.5934	0.8681
PD53345a	PD70984a	90	0.3889	0.4778	0.8667
PD53345a	PD70985a	88	0.2159	0.6136	0.8295
PD53345a	PD70985c	87	0.2069	0.6207	0.8276
PD53345a	PD70986a	88	0.3864	0.4432	0.8295
PD53345a	PD70986c	91	0.3516	0.4725	0.8242
PD53345a	PD70986d	91	0.3516	0.4725	0.8242
PD53345a	PD70987a	91	0.3516	0.4725	0.8242
PD53345b	PD53346a	94	0.2979	0.5745	0.8723
PD53345b	PD53346b	95	0.3053	0.5684	0.8737
PD53345b	PD53347a	94	0.3191	0.5106	0.8298
PD53345b	PD53347b	95	0.3579	0.5263	0.8842
PD53345b	PD53347c	88	0.3409	0.5227	0.8636
PD53345b	PD53348a	92	0.4239	0.5000	0.9239
PD53345b	PD53348b	95	0.4316	0.5053	0.9368
PD53345b	PD53349a	92	0.4239	0.4457	0.8696
PD53345b	PD53349b	94	0.4787	0.4149	0.8936
PD53345b	PD53349c	95	0.4211	0.4526	0.8737
PD53345b	PD53349d	90	0.4667	0.4111	0.8778
PD53345b	PD53349e	92	0.4783	0.4130	0.8913
PD53345b	PD53349f	92	0.4348	0.4348	0.8696
PD53345b	PD53350a	93	0.1935	0.6452	0.8387
PD53345b	PD53350b	95	0.2316	0.6105	0.8421
PD53345b	PD53350c	94	0.1915	0.6489	0.8404
PD53345b	PD53350d	93	0.2258	0.6129	0.8387
PD53345b	PD53350e	94	0.2340	0.6064	0.8404
PD53345b	PD53350f	88	0.2159	0.6250	0.8409
PD53345b	PD53351a	92	0.3696	0.5000	0.8696
PD53345b	PD53351b	95	0.3474	0.5263	0.8737
PD53345b	PD53352a	95	0.2947	0.5474	0.8421
PD53345b	PD53352b	95	0.3158	0.5579	0.8737
PD53345b	PD53352c	95	0.2947	0.5474	0.8421
PD53345b	PD53352d	88	0.2955	0.5455	0.8409
PD53345b	PD53352e	93	0.3011	0.5376	0.8387
PD53345b	PD53353a	95	0.4737	0.4105	0.8842
PD53345b	PD53353b	95	0.4737	0.4105	0.8842
PD53345b	PD53354a	95	0.3368	0.5263	0.8632
PD53345b	PD53354b	95	0.3368	0.5263	0.8632
PD53345b	PD53355a	93	0.3656	0.4946	0.8602
PD53345b	PD53355b	95	0.3895	0.4842	0.8737
PD53345b	PD53355c	89	0.3708	0.4944	0.8652
PD53345b	PD53356a	93	0.3656	0.5054	0.8710
PD53345b	PD53356c	94	0.3404	0.5532	0.8936
PD53345b	PD53357a	94	0.3511	0.4894	0.8404
PD53345b	PD53357b	95	0.3263	0.5368	0.8632
PD53345b	PD53357c	92	0.3370	0.5217	0.8587
PD53345b	PD53357d	93	0.3441	0.4946	0.8387
PD53345b	PD53357e	89	0.3258	0.5056	0.8315
PD53345b	PD53358a	89	0.3708	0.5169	0.8876
PD53345b	PD53358b	95	0.4000	0.4947	0.8947
PD53345b	PD53359a	94	0.3936	0.5106	0.9043
PD53345b	PD53359b	95	0.3474	0.5895	0.9368
PD53345b	PD53359c	89	0.4045	0.5056	0.9101
PD53345b	PD53360a	95	0.4316	0.5053	0.9368
PD53345b	PD53361a	93	0.4516	0.4731	0.9247
PD53345b	PD53361b	94	0.4362	0.4894	0.9255
PD53345b	PD53362a	94	0.3511	0.4574	0.8085
PD53345b	PD53362b	95	0.3474	0.4632	0.8105
PD53345b	PD53363a	95	0.3789	0.4947	0.8737
PD53345b	PD53363b	95	0.3789	0.4947	0.8737
PD53345b	PD53364a	94	0.3085	0.5000	0.8085
PD53345b	PD53364b	95	0.3474	0.4737	0.8211
PD53345b	PD53364c	92	0.3261	0.4891	0.8152
PD53345b	PD53365a	90	0.3333	0.5556	0.8889
PD53345b	PD53365b	93	0.3441	0.5591	0.9032
PD53345b	PD53366a	95	0.3579	0.4947	0.8526
PD53345b	PD53366b	95	0.3579	0.4947	0.8526
PD53345b	PD53367a	94	0.2979	0.6064	0.9043
PD53345b	PD53367b	95	0.3053	0.6000	0.9053
PD53345b	PD53368a	89	0.4607	0.4831	0.9438
PD53345b	PD53368b	95	0.4632	0.4842	0.9474
PD53345b	PD53369a	93	0.3548	0.5699	0.9247
PD53345b	PD53369b	95	0.3579	0.5684	0.9263
PD53345b	PD70589a	90	0.2667	0.5889	0.8556
PD53345b	PD70963a	93	0.3763	0.5269	0.9032
PD53345b	PD70963b	92	0.4239	0.4783	0.9022
PD53345b	PD70964a	87	0.3218	0.5517	0.8736
PD53345b	PD70964b	90	0.3889	0.5000	0.8889
PD53345b	PD70964c	92	0.3587	0.5217	0.8804
PD53345b	PD70965a	90	0.3111	0.5778	0.8889
PD53345b	PD70965b	94	0.3298	0.5638	0.8936
PD53345b	PD70966a	94	0.2660	0.5957	0.8617
